EventId;ProcessId;EventType;Severity;EventDescription;KB_URL
ESPTASK_PARSE_CMD_ARG;ESPTASK;Process error;2;This process terminated because of an internal error.;KB18886
ESPTASK_PARSE_CMD_EXTRA;ESPTASK;Process error;2;This process terminated because of an invalid option.;KB18887
ESWD_DAI_FAILED;ESWD;DAI Error;2;The ARP request/response receieved on this port cannot be linked to any of the IPs assigned by DHCP.;KB21467
ESWD_DHCP_UNTRUSTED;ESWD;DHCP Error;3;DHCP server packets are being received on a port which was not meant to receive server traffic.;KB24744
ESWD_PPM_READ_ERROR;ESWD;Read error;3;The ethernet bridging process (eswd) could not read a message available on the read pipe from the periodic packet management process (ppmd).;KB18888
ESWD_PPM_WRITE_ERROR;ESWD;Write error;3;The ethernet bridging process (eswd) could not write a message on the pipe to the periodic packet management process (ppmd).;KB18889
ESWD_ST_CTL_ERROR_IN_EFFECT;ESWD;Hardware Change;3;This condition occurs when storm control error condition is detected.;KB22064
ESWD_STP_BASE_MAC_ERROR;ESWD;MAC address error;2;This condition occurs when STP cannot derive the base MAC address of the system.;KB18890
EVENTD_EVENT_SEND_FAILED;EVENTD;Event Notification Error;3;JUNOS processes can request that the event processing process (eventd) notify them when a specific event occurs. The eventd process could not send an event notification for the indicated reason.;KB18891
EVENTD_FORK_ERR;EVENTD;Event Processing Error;3;The event processing process (eventd) could not create a child process for executing policies.;KB18892
EVENTD_PIPE_ERR;EVENTD;Event Processing Error;3;The event processing process (eventd) could not create pipe for inter process communication.;KB18893
EVENTD_VERSION_MISMATCH;EVENTD;Unexpected output;3;The event processing process (eventd) received an event with the indicated version indicator, which does not match the indicated version expected by the eventd process.;KB18894
FPCLOGIN_IP_ADDRESS_GET_FAILURE;PFE;Initialization error;3;The fpclogin module attempted to get the IP address of the physical interface module. The attempt failed.;KB18895
FSAD_ERROR;FSAD;File System Error;3;The File System Access process (fsad) internal error message;KB18896
FUD_MEMORY_ALLOCATION_FAILURE;FUD;Memory Error;3;The UDP forwarding process (fud) could not allocate the indicated amount of memory from the heap.;KB18897
FUD_RTSOCK_WRITE_FAILURE;FUD;Socket Error;3;The UDP Forwarding process (fud) could not write to its routing socket for the indicated reason.;KB18898
FUD_SENDMSG_FAILURE;FUD;Interface Message Error;3;The UDP Forwarding process (fud) could not send data to the indicated destination port and address via the indicated interface and routing instance, which it needs to do during normal operation.;KB18899
FUD_SENDMSG_NOINT_FAILURE;FUD;Interface Message Error;3;The UDP Forwarding process (fud) could not send data to the indicated destination port and address via the indicated routing instance, which it needs to do during normal operation.;KB18900
FUD_SETSOCKOPT_FAILURE;FUD;Socket Error;3;The UDP Forwarding process (fud) could not set the indicated socket option.;KB18901
FUD_SOCKET_FAILURE;FUD;Socket Error;3;The UDP Forwarding process (fud) could not create a socket.;KB18902
GGSN_ALARM_TRAP_SEND;SERVICED;Initialization error;3;An alarm trap to be relayed by the Services PICs process (serviced) failed to initialize.;KB18903
GGSN_TRAP_SEND;SERVICED;Unexpected output;3;The system sent a GGSN trap of an unrecognized type.;KB18904
GRAPH_NO_MEMORY;GRAPH;Memory Error;3;The graphing process could not allocate memory while trying to create a graph.;KB18905
HNCACHED_PATRICIA_ERROR;HNCACHED;Patricia tree error;3;A call to a patricia tree library function returns an error;KB18906
ICCPD_ASSERT_SOFT;ICCPD;Process assert;3;The source code for the interchassis communication process (iccpd) includes internal self-consistency checks. As the iccpd process with the indicated process ID (PID) executed the binary compiled from the indicated source file, a check failed at the indicated line number in the file. The iccpd process created a diagnostic core file for analysis by technical support personnel and continued to run.;KB18907
ICCPD_OPEN_ERROR;ICCPD;Process initialization error;2;The interchassis communication process (iccpd) could not initialize.;KB18908
IDP_DAEMON_INIT_FAILED;IDPD;Initialization error;3;An attempt to start IDP policy daemon failed because an error was encountered during initialization.;KB18909
IDP_INTERNAL_ERROR;IDPD;Process Error;3;IDP daemon encountered an internal error;KB18910
IKED_CFG_PATRICIA_ERROR;IKED;Process Error;2;A call to a patricia tree library function returns an error;KB18911
JCS_BBD_LOAD_FAILURE;JCSD;Initialization  error;2;The JCS process (jcsd) could not load blade bay data for the specified blade.;KB18912
JCS_BBD_LOCAL_MISMATCH;JCSD;Unexpected output;3;The blade bay data retrieved for the specified blade does not match the data loaded during the reboot process. This error usually indicates that blade bay data in the JCS Management Module was changed since the last reboot.;KB18913
JCS_BBD_NOT_FOUND;JCSD;Process Error;2;Blade bay data was not found for the specified blade.;KB18914
JCS_BBD_NOT_VALID;JCSD;Unexpected output;2;The blade bay data for the specified blade is invalid.;KB18915
JCS_BBD_PARSE_ERROR;JCSD;Process Error;3;The blade bay data for the specified blade did not parse correctly.;KB18916
JCS_BBD_PEER_MISMATCH;JCSD;Unexpected output;3;The blade bay data retrieved for the specified peer blade does not match the data retrieved for the local blade. This error indicates that blade bay data in the JCS Management Module was not configured properly.;KB18917
JCS_KERNEL_RSD_LINK_DOWN;JCSD;Connection error;2;The JCS process (jcsd) has disabled kernel RSD communcation for the specified reason.;KB18918
JCS_MM_COMMUNICATION_ERROR;JCSD;Communication Error;3;The JCS process (jcsd) could not send an SNMP request to the Management Module because of the indicated error.;KB18919
JCS_READ_BANDWIDTH_ERROR;JCSD;Read Error;3;The indicated error occured when attempting to read the current switch bandwidth.;KB18920
JCS_READ_BBD_ERROR;JCSD;Read Error;3;The indicated error occured when attempting to read the current blade bay data via a sysctl call.;KB18921
JCS_SWITCH_COMMUNICATION_ERROR;JCSD;Communication Error;3;The JCS process (jcsd) could not send an SNMP request to the indicated Switch Module because of the indicated error.;KB18922
JSRPD_DAEMONIZE_FAILED;JSRPD;Process Error;2;The jsrpd process (jsrpd) could not create a version of itself to run in the background as a daemon.;KB18923
JSRPD_EVLIB_EXIT_FAILURE;JSRPD;Process Error;2;The jsrpd process (jsrpd) returned from an event loop, which it should never do.;KB18924
JSRPD_RG_STATE_CHANGE;JSRPD;Redundancy Group Failover;3;The Juniper Services Redundancy Protocol process (JSRPD) detected an event that caused the state of the chassis cluster redundancy group to change due to the reason indicated in the log.;KB26991
JSRPD_SET_SPU_MON_FAILURE;JSRPD;SPU monitoring error;3;The Juniper Services Redundancy Protocol process (JSRPD) detected Services Processing Unit (SPU) monitoring failure for a redundancy group.;KB23209
JSRPD_SOCKET_CREATION_FAILURE;JSRPD;Socket error;3;The jsrpd process (jsrpd) could not successfully create a socket.;KB18925
JSRPD_SOCKET_LISTEN_FAILURE;JSRPD;Socket error;3;The jsrpd process (jsrpd) could not successfully listen on a socket.;KB18926
JSRPD_SOCKET_RECV_HB_FAILURE;JSRPD;Socket error;3;The jsrpd process (jsrpd) could not successfully receive on a socket.;KB18927
KERNEL.*i2c_s1.*group.*device;KERNEL;Response Error;4;Fan tray response error.  Error due to the fan tray processing a different task.;KB19312
 rdp retransmit error;KERNEL;Memory Error;3;Kernel is indicating the no system buffer space is available.;KB18928
 RT_PFE: NH IPC failed, err 6 (No Memory);KERNEL;Out of Memory;2;The kernel is reporting that the packet forwarding engine cannot install or change routing table entries because the PFE is running out of memory.;KB18929
.*cksum.*out of data.*;KERNEL;Checksum Error;4;"""/kernel: cksum: out of data"" is logged in the system log.";KB22196
.*Voltage Fail Shutdown.*device.*;KERNEL;Component failure;2;The ' Voltage Fail Shutdown'  message is reported into the system message file if the indicated device in the syslog message has or is about to undergo a reset or due to improper grounding of the FRU causing it to go offline.;KB19386
.*WRITE_DMA UDMA ICRC error.*;KERNEL;HDD Error;2;This message is seen when there is hardware fault either on the hard drive or communication between hard drive and kernel or RE and the motherboard.;KB26105
Kernel:/kernel: pfe_send_failed, err=32;KERNEL;CFEB error;3;This is an internal message generated by the Kernel. There is a keepalive sent to the PFE to check the status. The kernel missed keepalive for the CFEB because hardware failure.;KB27338
GENCFG: op 2 (Gencfg Blob) failed.*;KERNEL;Kernel Error;4;Kernel error message generated because it does not have a handler for a certain gencfg blob message.;KB23379
general-authentication-service terminated by signal number 11;KERNEL;Daemon Crash;3;"The ""general-authentication-service terminated"" message reports that the authentication daemon has crashed and is being restarted.  An associated core dump file has also been created on the device.";KB26866
kmem type devbuf using .*, exceeding limit .*;KERNEL;Kernel devbuf Error;3;"The ""kmem type devbuf""message reports the kernel device buffer is allocating more memory than is available to the kernel.";KB28425
Mbuf: High Utililization Level: (Medium) Throttle low priority;KERNEL;Buffer Memory Exhaustion;3;"The ""Mbuf: High Utililization Level"" message reports high memory utilization on the Routing Engine buffers.";KB28895
parity error detected, fll reinit: mpfe.*;KERNEL;Parity Error;4;The message indicates that the PFE (Packet Forwarding Engine)  was reset when detecting a parity error in the ASIC.;KB18931
pfestat_req_receive:  request.*;KERNEL;Connection Error;4;Kernel message regarding PFE statistics counter request.;KB13798
Process .* has exceeded 85% of RLIMIT_DATA;KERNEL;RLIMIT Error;3;This message indicates that a process,virtual memory size of its data-segment area (RLIMIT_DATA) has exceeded its current soft limit.;KB18932
RT_PFE: RT msg op 1 (PREFIX ADD) failed;KERNEL;Route update failure;3;When the Routing Protocol Process (rpd) is running out of all available memory, kernel may fail to allocate memory for new prefixes.  In this case a message of the following form may appear in the Syslog message file:  kernel: RT_PFE: RT msg op 1 (PREFIX ADD) failed, err 6 (No Memory).;KB22215
unilist found on the rnhlist_deleted_root patnode;KERNEL;Route update failure;2;"When Graceful Routing Engine Switchover (GRES) is enabled this message may be logged by the Master RE's kernel, as it is trying to add a unilist next hop route; however there is already a delete request pending acknowledgement from the Backup RE's kernel. So, the add request is deferred until the delete request is acknowledged. The number printed is the Next Hop Index in the Packet Forwarding Engine.";KB21403
vlan MAC filter: .* from port .* rejected;KERNEL;MAC error;2;"If a protocol is not configured on EX but it receives VRRP packets, all those packets will be dropped in kernel with message as ""/kernel: vlan MAC filter: 01:00:5e:00:05: reject"" can be seen in /var/log/messages.";KB16531
KMD_SNMP_PIC_NO_RESPONSE;KMD;SNMP Error;3;The indicated Physical Interface Card (PIC) did not respond to a request from the key management process (kmd) for Simple Network Management Protocol (SNMP) statistics about IP Security (IPSec) security associations (SAs).;KB18933
L2ALD_IPC_PIPE_WRITE_ERROR;L2ALD;Communication Error;4;The Layer 2 address learning process (l2ald) could not write to an interprocess communication (IPC) pipe for the indicated reason.;KB18934
